,,,,,% Enterprise Revenue [Potencializar],,1.0,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Saber],,19.0,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Saber],,558000.0,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Ter],,3.0,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Ter],,88164.0,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Executar-no loyalty],,0.0,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Executar-no loyalty],,0.0,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Executar-loyalty],,6.0,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Executar-loyalty],,809100.0,,,,,,,,,,,
,,,,,# Enterprise Go Lives [Potencializar],,3.0,,,,,,,,,,,
,,,,,$ Enterprise Revenue Live [Potencializar],,0.0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,Large,,,,,,,,,,,,,,,
,,,,% Large Go Lives,,,1.0,,,,,,,,,,,
,,,,# Large Go Lives,,,37.0,,,,,,,,,,,
,,,,% Large Revenue Live,,,1.0,,,,,,,,,,,
,,,,$ Large Revenue Live,,,1441500.0,,,,,,,,,,,
,,,,,% Large [Saber],,1.0,,,,,,,,,,,
,,,,,% Large Revenue [Saber],,1.0,,,,,,,,,,,
,,,,,% Large [Ter],,1.0,,,,,,,,,,,
,,,,,% Large Revenue [Ter] ,,1.0,,,,,,,,,,,
,,,,,% Large [Executar-no loyalty],,1.0,,,,,,,,,,,
,,,,,% Large Revenue [Executar-no loyalty],,1.0,,,,,,,,,,,
,,,,,% Large [Executar-loyalty],,1.0,,,,,,,,,,,
,,,,,% Large Revenue [Executar-loyalty],,1.0,,,,,,,,,,,
,,,,,% Large [Potencializar],,1.0,,,,,,,,,,,
,,,,,% Large Revenue [Potencializar],,1.0,,,,,,,,,,,
